id,gdma_basic_blocks,gdma_coverage,gdma_crashes,gdma_crash_total,multifuzz_basic_blocks,multifuzz_coverage,multifuzz_crashes,multifuzz_crash_total,hoedur_basic_blocks,hoedur_coverage,hoedur_crashes,hoedur_crash_total
227,241,0.1733,"{""UR"": 440, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",440,239,0.1466,"{""UR"": 2, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",3,,,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 0, ""Other"": 0}",0
229,113,0.0775,"{""UR"": 270, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 609, ""Other"": 0}",879,,,,,,,,
230,160,0.1082,"{""UR"": 773, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",773,,,,,,,,
231,133,0.0982,"{""UR"": 160, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",160,,,,,,,,
232,119,0.0957,"{""UR"": 180, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",180,,,,,,,,
233,621,0.0291,"{""UR"": 409, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",409,593,0.0270,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",2,195,0.0266,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 65, ""Other"": 0}",97
236,,,,,81,0.0016,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,4,0.0015,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 2, ""Other"": 0}",0
243,,,,,28,0.0004,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,452,0.0274,"{""UR+UW+RV+UF+EV"": 2, ""WV"": 0, ""Hang"": 0, ""Other"": 0}",142
247,45,0.0028,"{""UR"": 14, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",14,,,,,,,,
248,869,0.1903,"{""UR"": 238, ""UW"": 471, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",709,,,,,,,,
249,1101,0.1883,"{""UR"": 430, ""UW"": 451, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",881,,,,,,,,
251,207,0.0428,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,201,0.0399,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,3,0.0419,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 1, ""Other"": 0}",0
252,231,0.0687,"{""UR"": 0, ""UW"": 18, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",18,,,,,,,,
253,843,0.1264,"{""UR"": 0, ""UW"": 751, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",751,846,0.1177,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 1, ""UI"": 0, ""Timeout"": 2, ""Other"": 0}",3,1038,0.1363,"{""UR+UW+RV+UF+EV"": 29, ""WV"": 4, ""Hang"": 51, ""Other"": 12}",515
254,831,0.1286,"{""UR"": 1, ""UW"": 741, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",742,864,0.1235,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 319, ""WV"": 1, ""UI"": 1, ""Timeout"": 2, ""Other"": 7}",331,,,,
255,816,0.1222,"{""UR"": 1, ""UW"": 774, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",775,2521,0.3042,"{""UR"": 130, ""UW"": 23, ""RV"": 8, ""UF+EV"": 12854, ""WV"": 86, ""UI"": 61, ""Timeout"": 15, ""Other"": 237}",13414,,,,
256,803,0.1242,"{""UR"": 0, ""UW"": 640, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",640,850,0.1217,"{""UR"": 2, ""UW"": 0, ""RV"": 0, ""UF+EV"": 20, ""WV"": 1, ""UI"": 0, ""Timeout"": 2, ""Other"": 3}",28,,,,
257,763,0.1180,"{""UR"": 0, ""UW"": 379, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",379,856,0.1225,"{""UR"": 2, ""UW"": 0, ""RV"": 0, ""UF+EV"": 166, ""WV"": 3, ""UI"": 1, ""Timeout"": 2, ""Other"": 5}",179,,,,
258,792,0.1225,"{""UR"": 0, ""UW"": 390, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",390,2491,0.3122,"{""UR"": 89, ""UW"": 19, ""RV"": 8, ""UF+EV"": 8636, ""WV"": 99, ""UI"": 36, ""Timeout"": 11, ""Other"": 252}",9150,,,,
259,777,0.1199,"{""UR"": 0, ""UW"": 376, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",376,857,0.1222,"{""UR"": 1, ""UW"": 0, ""RV"": 1, ""UF+EV"": 31, ""WV"": 2, ""UI"": 1, ""Timeout"": 3, ""Other"": 4}",43,,,,
260,850,0.1275,"{""UR"": 2, ""UW"": 703, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",705,851,0.1183,"{""UR"": 2, ""UW"": 0, ""RV"": 0, ""UF+EV"": 6, ""WV"": 1, ""UI"": 1, ""Timeout"": 2, ""Other"": 1}",13,,,,
261,777,0.1202,"{""UR"": 0, ""UW"": 519, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",519,2065,0.2680,"{""UR"": 66, ""UW"": 7, ""RV"": 10, ""UF+EV"": 4848, ""WV"": 44, ""UI"": 21, ""Timeout"": 15, ""Other"": 104}",5115,,,,
262,815,0.1257,"{""UR"": 0, ""UW"": 338, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",338,854,0.1218,"{""UR"": 2, ""UW"": 0, ""RV"": 1, ""UF+EV"": 36, ""WV"": 1, ""UI"": 0, ""Timeout"": 3, ""Other"": 5}",48,,,,
263,788,0.1955,"{""UR"": 580, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",580,1157,0.2241,"{""UR"": 2, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 0, ""Other"": 0}",2,820,0.2569,"{""UR+UW+RV+UF+EV"": 2, ""WV"": 0, ""Hang"": 0, ""Other"": 0}",387
264,786,0.1950,"{""UR"": 583, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",583,1141,0.2217,"{""UR"": 2, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 0, ""Other"": 0}",2,847,0.2569,"{""UR+UW+RV+UF+EV"": 2, ""WV"": 0, ""Hang"": 0, ""Other"": 0}",380
265,753,0.1825,"{""UR"": 586, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",586,1149,0.2188,"{""UR"": 2, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 0, ""Other"": 0}",2,913,0.2551,"{""UR+UW+RV+UF+EV"": 2, ""WV"": 0, ""Hang"": 0, ""Other"": 0}",425
266,754,0.1827,"{""UR"": 615, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",615,1152,0.2192,"{""UR"": 2, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 0, ""Other"": 0}",2,819,0.2512,"{""UR+UW+RV+UF+EV"": 2, ""WV"": 0, ""Hang"": 0, ""Other"": 0}",367
267,754,0.1806,"{""UR"": 627, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",627,1117,0.2121,"{""UR"": 2, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 0, ""Other"": 0}",2,843,0.2521,"{""UR+UW+RV+UF+EV"": 2, ""WV"": 0, ""Hang"": 0, ""Other"": 0}",384
268,749,0.1757,"{""UR"": 572, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",572,1137,0.2112,"{""UR"": 2, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 0, ""Other"": 0}",2,794,0.2439,"{""UR+UW+RV+UF+EV"": 3, ""WV"": 0, ""Hang"": 0, ""Other"": 0}",361
269,781,0.1815,"{""UR"": 578, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",578,1159,0.2132,"{""UR"": 2, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 0, ""Other"": 0}",2,931,0.2426,"{""UR+UW+RV+UF+EV"": 2, ""WV"": 0, ""Hang"": 0, ""Other"": 0}",426
270,762,0.1985,"{""UR"": 572, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",572,1089,0.2221,"{""UR"": 2, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 0, ""Other"": 0}",2,810,0.2577,"{""UR+UW+RV+UF+EV"": 2, ""WV"": 0, ""Hang"": 0, ""Other"": 0}",387
271,734,0.1874,"{""UR"": 518, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",518,1136,0.2259,"{""UR"": 2, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 0, ""Other"": 0}",2,805,0.2543,"{""UR+UW+RV+UF+EV"": 2, ""WV"": 0, ""Hang"": 0, ""Other"": 0}",390
272,770,0.1957,"{""UR"": 597, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",597,1106,0.2205,"{""UR"": 2, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 0, ""Other"": 0}",2,910,0.2583,"{""UR+UW+RV+UF+EV"": 2, ""WV"": 0, ""Hang"": 0, ""Other"": 0}",414
273,740,0.1881,"{""UR"": 523, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",523,1126,0.2232,"{""UR"": 2, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 0, ""Other"": 0}",2,850,0.2584,"{""UR+UW+RV+UF+EV"": 2, ""WV"": 0, ""Hang"": 0, ""Other"": 0}",406
289,417,0.1032,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 460, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",460,623,0.1336,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 3, ""WV"": 0, ""UI"": 0, ""Timeout"": 0, ""Other"": 0}",3,753,0.1512,"{""UR+UW+RV+UF+EV"": 3, ""WV"": 0, ""Hang"": 6, ""Other"": 2}",359
297,538,0.1380,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,786,0.1678,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,126,0.0802,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 17, ""Other"": 0}",0
298,77,0.0154,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,75,0.0148,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,3,0.0151,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 1, ""Other"": 0}",0
343,765,0.0944,"{""UR"": 458, ""UW"": 104, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 521, ""Other"": 0}",1083,,,,,26,0.1043,"{""UR+UW+RV+UF+EV"": 3, ""WV"": 0, ""Hang"": 0, ""Other"": 0}",25
344,,,,,22,0.0042,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 0, ""Other"": 0}",1,,,,
345,,,,,22,0.0042,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 0, ""Other"": 0}",1,,,,
353,,,,,807,0.0920,"{""UR"": 2, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",3,228,0.0912,"{""UR+UW+RV+UF+EV"": 2, ""WV"": 0, ""Hang"": 1, ""Other"": 1}",74
354,,,,,432,0.0498,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",2,200,0.0481,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 1, ""Other"": 0}",71
355,520,0.0638,"{""UR"": 171, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",171,494,0.0572,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",2,240,0.0554,"{""UR+UW+RV+UF+EV"": 1, ""WV"": 0, ""Hang"": 1, ""Other"": 0}",85
378,647,0.1985,"{""UR"": 535, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",535,,,,,,,,
380,574,0.5633,"{""UR"": 529, ""UW"": 20, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",549,861,0.4580,"{""UR"": 3, ""UW"": 1, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 6, ""Other"": 0}",10,878,0.5525,"{""UR+UW+RV+UF+EV"": 6, ""WV"": 0, ""Hang"": 35, ""Other"": 0}",408
442,130,0.0130,"{""UR"": 53, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",53,,,,,,,,
447,116,0.0386,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,293,0.0889,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,36,0.0672,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 6, ""Other"": 0}",0
448,1109,0.3073,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,1143,0.2441,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 0, ""Other"": 0}",0,506,0.2639,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 26, ""Other"": 0}",0
458,231,0.0661,"{""UR"": 0, ""UW"": 22, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",22,,,,,,,,
472,,,,,113,0.0195,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,3,0.0201,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 1, ""Other"": 0}",0
473,,,,,113,0.0189,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,3,0.0197,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 1, ""Other"": 0}",0
492,904,0.2424,"{""UR"": 28, ""UW"": 0, ""RV"": 0, ""UF"": 9, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",37,508,0.1216,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 1, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",2,25,0.1286,"{""UR+UW+RV+UF+EV"": 2, ""WV"": 0, ""Hang"": 9, ""Other"": 9}",8
504,,,,,53,0.0045,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,160,0.0469,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 81, ""Other"": 0}",0
505,,,,,52,0.0043,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,134,0.0468,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 64, ""Other"": 0}",0
506,,,,,52,0.0043,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,113,0.0399,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 32, ""Other"": 0}",0
507,,,,,52,0.0044,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,113,0.0396,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 36, ""Other"": 0}",0
508,,,,,52,0.0043,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,108,0.0388,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 36, ""Other"": 0}",0
509,566,0.0421,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,635,0.0454,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,97,0.0450,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 20, ""Other"": 0}",0
512,57,0.0125,"{""UR"": 0, ""UW"": 10, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",10,,,,,,,,
524,,,,,56,0.0042,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,125,0.0460,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 26, ""Other"": 0}",0
525,,,,,56,0.0042,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 1, ""Other"": 0}",1,97,0.0423,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 14, ""Other"": 0}",0
527,,,,,313,0.0751,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 2, ""Other"": 0}",2,80,0.0764,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 47, ""Other"": 0}",0
528,406,0.2404,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,772,0.4126,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 18, ""Other"": 0}",18,325,0.4506,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 74, ""Other"": 0}",0
651,542,0.0168,"{""UR"": 0, ""UW"": 42, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",42,,,,,,,,
653,618,0.3301,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,749,0.3751,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 0, ""Other"": 0}",0,771,0.4512,"{""UR+UW+RV+UF+EV"": 21, ""WV"": 0, ""Hang"": 0, ""Other"": 135}",32
654,619,0.3319,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,803,0.3940,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 69, ""WV"": 0, ""UI"": 0, ""Timeout"": 0, ""Other"": 3}",73,697,0.4332,"{""UR+UW+RV+UF+EV"": 28, ""WV"": 0, ""Hang"": 24, ""Other"": 46}",46
655,444,0.1617,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,446,0.1622,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 0, ""Other"": 0}",0,218,0.1689,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 1, ""Other"": 1}",0
656,477,0.1806,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,450,0.1704,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 7, ""Other"": 0}",7,192,0.1805,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 5, ""Other"": 0}",0
664,593,0.2471,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,825,0.3177,"{""UR"": 0, ""UW"": 2, ""RV"": 0, ""UF+EV"": 14, ""WV"": 0, ""UI"": 0, ""Timeout"": 6, ""Other"": 3}",25,653,0.3328,"{""UR+UW+RV+UF+EV"": 32, ""WV"": 0, ""Hang"": 6, ""Other"": 36}",63
666,583,0.3153,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,1032,0.4566,"{""UR"": 33, ""UW"": 30, ""RV"": 0, ""UF+EV"": 1687, ""WV"": 1, ""UI"": 6, ""Timeout"": 8, ""Other"": 66}",1831,727,0.4443,"{""UR+UW+RV+UF+EV"": 58, ""WV"": 0, ""Hang"": 12, ""Other"": 50}",85
667,645,0.3420,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 24, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",24,848,0.4081,"{""UR"": 1, ""UW"": 0, ""RV"": 0, ""UF+EV"": 169, ""WV"": 0, ""UI"": 1, ""Timeout"": 0, ""Other"": 6}",177,668,0.4571,"{""UR+UW+RV+UF+EV"": 19, ""WV"": 0, ""Hang"": 27, ""Other"": 36}",27
668,1112,0.3660,"{""UR"": 3, ""UW"": 0, ""RV"": 0, ""UF"": 222, ""EV"": 0, ""WV"": 0, ""UI"": 2, ""Other"": 0}",227,1363,0.4187,"{""UR"": 12, ""UW"": 10, ""RV"": 0, ""UF+EV"": 2355, ""WV"": 1, ""UI"": 2, ""Timeout"": 9, ""Other"": 26}",2415,675,0.4041,"{""UR+UW+RV+UF+EV"": 21, ""WV"": 0, ""Hang"": 38, ""Other"": 11}",33
670,533,0.1929,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,554,0.1989,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 0, ""WV"": 0, ""UI"": 0, ""Timeout"": 9, ""Other"": 0}",9,189,0.2100,"{""UR+UW+RV+UF+EV"": 0, ""WV"": 0, ""Hang"": 2, ""Other"": 0}",0
672,629,0.2919,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,886,0.3720,"{""UR"": 0, ""UW"": 1, ""RV"": 0, ""UF+EV"": 61, ""WV"": 0, ""UI"": 0, ""Timeout"": 15, ""Other"": 8}",85,675,0.4025,"{""UR+UW+RV+UF+EV"": 30, ""WV"": 0, ""Hang"": 10, ""Other"": 15}",50
675,666,0.3487,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",0,805,0.3946,"{""UR"": 0, ""UW"": 0, ""RV"": 0, ""UF+EV"": 29, ""WV"": 0, ""UI"": 0, ""Timeout"": 8, ""Other"": 3}",40,817,0.4380,"{""UR+UW+RV+UF+EV"": 57, ""WV"": 0, ""Hang"": 21, ""Other"": 79}",96
689,310,0.0473,"{""UR"": 0, ""UW"": 165, ""RV"": 0, ""UF"": 0, ""EV"": 0, ""WV"": 0, ""UI"": 0, ""Other"": 0}",165,,,,,,,,
